StreetName,FullAddress,Post_Code,County,Lat,Long,Nbrhd_Comm
San Antonio,2023 E San Antonio St,95116.0,Santa Clara,37.35426763,-121.8451213,
Appian,1075 Appian Ln B,95116.0,Santa Clara,37.33810876,-121.8608483,
Emory,2023 Emory St,95128.0,Santa Clara,37.32942757,-121.9340006,
Estate View,2023 Estate View Way,95148.0,Santa Clara,37.34950054,-121.7915879,
Flickinger,2023 Flickinger Way,95131.0,Santa Clara,37.39861329,-121.884501,
Flintbury,2023 Flintbury Ct,95148.0,Santa Clara,37.34333973,-121.8027639,
Flintcrest,2023 Flintcrest Dr,95148.0,Santa Clara,37.34219146,-121.8040206,
Flintfield,2023 Flintfield Dr,95148.0,Santa Clara,37.34709195,-121.7938123,
Foxhall,2023 Foxhall Loop,95125.0,Santa Clara,37.29675399,-121.9257077,
Foxworthy,2023 Foxworthy Ave,95124.0,Santa Clara,37.26741631,-121.9326771,
Glen Una,2023 Glen Una Ave,95125.0,Santa Clara,37.29530224,-121.8879502,
Hayworth,2023 Hayworth Dr,95148.0,Santa Clara,37.34375079,-121.8021051,
Appian,1075 Appian Ln C,95116.0,Santa Clara,37.33810837,-121.8608827,
Heather Glen,2023 Heather Glen Dr,95130.0,Santa Clara,37.28618884,-121.9859294,
Inman,2023 Inman Way,95122.0,Santa Clara,37.33003748,-121.8281356,
Junewood,2023 Junewood Ave,95132.0,Santa Clara,37.40901785,-121.8761157,
Laddie,2023 Laddie Way,95121.0,Santa Clara,37.30988232,-121.802088,
Lavonne,2023 Lavonne Ave,95116.0,Santa Clara,37.34845167,-121.8416618,
Limewood,2023 Limewood Dr,95132.0,Santa Clara,37.41382693,-121.8677864,
Lockwood,2023 Lockwood Dr,95132.0,Santa Clara,37.41510354,-121.8605392,
Los Gatos-Almaden,2023 Los Gatos-Almaden Rd,95124.0,Santa Clara,37.24374909,-121.9322447,
Lynnhaven,2023 Lynnhaven Dr,95128.0,Santa Clara,37.30873029,-121.9282205,
Appian,1075 Appian Ln D,95116.0,Santa Clara,37.33810797,-121.8609171,
Mandelay,2023 Mandelay Pl,95138.0,Santa Clara,37.29707551,-121.7804003,
Minto,2023 Minto Dr,95132.0,Santa Clara,37.41527039,-121.8594863,
Monterey,2023 Monterey Rd,95112.0,Santa Clara,37.30546927,-121.8644291,
Morrill,2023 Morrill Ave,95132.0,Santa Clara,37.4111105,-121.8721523,
Orlando,2023 Orlando Dr,95122.0,Santa Clara,37.32830929,-121.8307883,
O'Toole,2023 O'Toole Ave,95131.0,Santa Clara,37.38763411,-121.90719,
Pepper,2023 Pepper Way,95133.0,Santa Clara,37.37981342,-121.8654677,
Pollen,2023 Pollen Ct,95131.0,Santa Clara,37.38169289,-121.8705586,
Avondale,1075 Avondale St,95129.0,Santa Clara,37.30723773,-122.0288714,
Portsmouth,2023 Portsmouth Ct,95132.0,Santa Clara,37.41630044,-121.8543756,
Roenoke,2023 Roenoke Way,95128.0,Santa Clara,37.30800441,-121.9281808,
Seebeck,2023 Seebeck Ct,95132.0,Santa Clara,37.41582752,-121.8581098,
Senhorinha,2023 Senhorinha St,95136.0,Santa Clara,37.28726295,-121.8620763,
Sunset View,2023 Sunset View Pl,95116.0,Santa Clara,37.35350609,-121.846891,
Tahiti,2023 Tahiti Ct,95122.0,Santa Clara,37.32184982,-121.8412401,
University,2023 University Way,95128.0,Santa Clara,37.33089996,-121.9350391,
Villagetree,2023 Villagetree Dr,95131.0,Santa Clara,37.39083502,-121.8780895,
Willester,2023 Willester Ave,95124.0,Santa Clara,37.26673197,-121.9324371,
Almaden,20230 Almaden Rd,95120.0,Santa Clara,37.19369095,-121.8193747,
Beaumont,1075 Beaumont Dr,95129.0,Santa Clara,37.30794538,-121.9894712,
Viewcrest,20230 Viewcrest Dr,95120.0,Santa Clara,37.21408097,-121.8313402,
Almaden,20232 Almaden Rd,95120.0,Santa Clara,37.19299003,-121.8206204,
Almaden,20236 Almaden Rd,95120.0,Santa Clara,37.19160069,-121.8225247,
Viewcrest,20239 Viewcrest Dr,95120.0,Santa Clara,37.21536105,-121.8321895,
7th,2024 S 7th St,95112.0,Santa Clara,37.30987845,-121.8597239,
Bikini,2024 Bikini Ave,95122.0,Santa Clara,37.32304974,-121.8388337,
Bird,2024 Bird Ave,95125.0,Santa Clara,37.29765392,-121.8817817,
Cardington,2024 Cardington Dr,95132.0,Santa Clara,37.40690315,-121.8796978,
Carignan,2024 Carignan Way,95135.0,Santa Clara,37.29001009,-121.7625742,
Castlebury,2024 Castlebury Dr,95116.0,Santa Clara,37.35612548,-121.8505872,
Belford,1075 Belford Dr,95132.0,Santa Clara,37.38628412,-121.856783,
Cherrystone,2024 Cherrystone Dr,95128.0,Santa Clara,37.33578365,-121.9374622,
Cinderella,2024 Cinderella Ln,95116.0,Santa Clara,37.345538,-121.8391899,
Clarmar,2024 Clarmar Way Unit 1,95128.0,Santa Clara,37.32604856,-121.933398,
Clarmar,2024 Clarmar Way Unit 10,95128.0,Santa Clara,37.32604814,-121.9334324,
Clarmar,2024 Clarmar Way Unit 11,95128.0,Santa Clara,37.3260232,-121.9332256,
Clarmar,2024 Clarmar Way Unit 12,95128.0,Santa Clara,37.32602278,-121.93326,
Clarmar,2024 Clarmar Way Unit 14,95128.0,Santa Clara,37.32602236,-121.9332943,
Clarmar,2024 Clarmar Way Unit 15,95128.0,Santa Clara,37.32602194,-121.9333287,
Clarmar,2024 Clarmar Way Unit 16,95128.0,Santa Clara,37.32602152,-121.9333631,
O'Connor,100 O'Connor Dr Ste 2,95128.0,Santa Clara,37.32383578,-121.9380265,
Belvedere,1075 Belvedere Ln,95129.0,Santa Clara,37.30642896,-122.0209892,
Clarmar,2024 Clarmar Way Unit 17,95128.0,Santa Clara,37.3260211,-121.9333975,
Clarmar,2024 Clarmar Way Unit 18,95128.0,Santa Clara,37.32602068,-121.9334319,
Clarmar,2024 Clarmar Way Unit 19,95128.0,Santa Clara,37.32599574,-121.933225,
Clarmar,2024 Clarmar Way Unit 2,95128.0,Santa Clara,37.32599532,-121.9332594,
Clarmar,2024 Clarmar Way Unit 20,95128.0,Santa Clara,37.3259949,-121.9332938,
Clarmar,2024 Clarmar Way Unit 21,95128.0,Santa Clara,37.32599448,-121.9333282,
Clarmar,2024 Clarmar Way Unit 3,95128.0,Santa Clara,37.32599405,-121.9333626,
Clarmar,2024 Clarmar Way Unit 4,95128.0,Santa Clara,37.32599363,-121.933397,
Clarmar,2024 Clarmar Way Unit 5,95128.0,Santa Clara,37.32599321,-121.9334314,
Clarmar,2024 Clarmar Way Unit 6,95128.0,Santa Clara,37.32604975,-121.9332551,
Bentoak,1075 Bentoak Ln,95129.0,Santa Clara,37.30725571,-121.9977289,
Clarmar,2024 Clarmar Way Unit 7,95128.0,Santa Clara,37.32604933,-121.9332895,
Clarmar,2024 Clarmar Way Unit 8,95128.0,Santa Clara,37.32604891,-121.9333239,
Clarmar,2024 Clarmar Way Unit 9,95128.0,Santa Clara,37.32604849,-121.9333583,
Conifer,2024 Conifer Ln,95132.0,Santa Clara,37.4157261,-121.8635759,
Cunningham,2024 Cunningham Ave,95122.0,Santa Clara,37.33194977,-121.8258346,
Edgegate,2024 Edgegate Dr,95122.0,Santa Clara,37.3217653,-121.8190278,
Ensign,2024 Ensign Way,95133.0,Santa Clara,37.37818045,-121.8664608,
Flint,2024 Flint Ave,95148.0,Santa Clara,37.34422737,-121.796939,
Flintcrest,2024 Flintcrest Dr,95148.0,Santa Clara,37.34249518,-121.8035771,
Foxhall,2024 Foxhall Loop,95125.0,Santa Clara,37.29684254,-121.9257118,
Big Sur,1075 Big Sur Dr,95120.0,Santa Clara,37.19792139,-121.8307392,
Glen Una,2024 Glen Una Ave,95125.0,Santa Clara,37.29545429,-121.8875101,
Hayworth,2024 Hayworth Dr,95148.0,Santa Clara,37.34402669,-121.801737,
Heatherdale,2024 Heatherdale Ave,95128.0,Santa Clara,37.33709367,-121.9381964,
Jonathan,2024 Jonathan Ave,95125.0,Santa Clara,37.29638569,-121.8849437,
Junewood,2024 Junewood Ave,95132.0,Santa Clara,37.40944389,-121.8756061,
Kammerer,2024 Kammerer Ave,95116.0,Santa Clara,37.35045205,-121.8444741,
Liberia,2024 Liberia Cir,95116.0,Santa Clara,37.35776325,-121.8513553,
Loch Ness,2024 Loch Ness Way,95121.0,Santa Clara,37.31000157,-121.8054883,
Lucretia,2024 Lucretia Ave,95122.0,Santa Clara,37.31845539,-121.8437683,
Lynn,2024 Lynn Ave,95032.0,Santa Clara,37.23988892,-121.9352035,
Bird,1075 Bird Ave,95125.0,Santa Clara,37.3118365,-121.8968563,
Mayfield,2024 Mayfield Ave,95130.0,Santa Clara,37.28519088,-121.9870879,
McDaniel,2024 McDaniel Ave Unit 1,95128.0,Santa Clara,37.32821267,-121.9336399,
McDaniel,2024 McDaniel Ave Unit 2,95128.0,Santa Clara,37.32821225,-121.9336743,
McDaniel,2024 McDaniel Ave Unit 3,95128.0,Santa Clara,37.32819474,-121.9336393,
McDaniel,2024 McDaniel Ave Unit 4,95128.0,Santa Clara,37.32819432,-121.9336737,
Mendota,2024 Mendota Way,95122.0,Santa Clara,37.33275895,-121.8242234,
Minto,2024 Minto Dr,95132.0,Santa Clara,37.41546324,-121.859007,
Nottoway,2024 Nottoway Ave,95116.0,Santa Clara,37.34566419,-121.8386698,
Orestes,2024 Orestes Way,95008.0,Santa Clara,37.28522546,-121.9733182,
Boynton,1075 Boynton Ave,95117.0,Santa Clara,37.30703018,-121.9663253,
Pepper,2024 Pepper Way,95133.0,Santa Clara,37.37979788,-121.8651001,
Pollen,2024 Pollen Ct,95131.0,Santa Clara,37.38165997,-121.8702119,
Portsmouth,2024 Portsmouth Ct,95132.0,Santa Clara,37.41637716,-121.8541233,
Randolph,2024 Randolph Dr,95128.0,Santa Clara,37.31127092,-121.9285463,
Rexford,2024 Rexford Way,95128.0,Santa Clara,37.31200557,-121.9285825,
Seebeck,2024 Seebeck Ct,95132.0,Santa Clara,37.4155492,-121.8586948,
Senter,2024 Senter Rd,95112.0,Santa Clara,37.3126269,-121.8515232,
Sonador,2024 Sonador Cmns,95128.0,Santa Clara,37.30108028,-121.9287063,
King,2024 S King Rd,95122.0,Santa Clara,37.32800944,-121.8310407,
Broadway,1075 Broadway Ave,95125.0,Santa Clara,37.31159556,-121.9013148,
Starfish,2024 Starfish Ct,95148.0,Santa Clara,37.34189645,-121.8084308,
Tradan,2024 Tradan Dr,95132.0,Santa Clara,37.40147328,-121.8829975,
Wente,2024 Wente Pl,95125.0,Santa Clara,37.29725043,-121.9280361,
Hedding,2024 W Hedding St,95128.0,Santa Clara,37.33134023,-121.9349913,
Wizard,2024 Wizard Ct,95131.0,Santa Clara,37.38629951,-121.873273,
Almaden,20240 Almaden Rd,95120.0,Santa Clara,37.191542,-121.8223914,
Santa Teresa,20240 Via Santa Teresa,95120.0,Santa Clara,37.21538316,-121.8301011,
Viewcrest,20240 Viewcrest Dr,95120.0,Santa Clara,37.21392583,-121.8301887,
Almaden,20242 Almaden Rd,95120.0,Santa Clara,37.19338751,-121.8210304,
Almaden,20242 Almaden Rd B,95120.0,Santa Clara,37.19318111,-121.821335,
Calboro,1075 Calboro Dr,95117.0,Santa Clara,37.30703287,-121.9586224,
Almaden,20242 Almaden Rd A,95120.0,Santa Clara,37.1931815,-121.8213007,
Viewcrest,20242 Viewcrest Ct,95120.0,Santa Clara,37.21316753,-121.8297906,
Viewcrest,20244 Viewcrest Ct,95120.0,Santa Clara,37.21373977,-121.8287985,
Viewcrest,20246 Viewcrest Ct,95120.0,Santa Clara,37.2127588,-121.8286309,
Viewcrest,20248 Viewcrest Ct,95120.0,Santa Clara,37.21334477,-121.8276719,
Viewcrest,20249 Viewcrest Dr,95120.0,Santa Clara,37.21521888,-121.8312671,
Anthony,2025 Anthony Dr,95008.0,Santa Clara,37.28524107,-121.9729486,
Beatrice,2025 Beatrice Ct Unit 1,95128.0,Santa Clara,37.30939144,-121.9281477,
Beatrice,2025 Beatrice Ct Unit 2,95128.0,Santa Clara,37.30941807,-121.928217,
California,1075 California Ave,95125.0,Santa Clara,37.30281632,-121.895114,
Beatrice,2025 Beatrice Ct Unit 3,95128.0,Santa Clara,37.3093906,-121.9282165,
Beatrice,2025 Beatrice Ct Unit 4,95128.0,Santa Clara,37.30939102,-121.9281821,
Beatrice,2025 Beatrice Ct Unit 5,95128.0,Santa Clara,37.30941849,-121.9281826,
Beatrice,2025 Beatrice Ct Unit 6,95128.0,Santa Clara,37.3094189,-121.9281482,
Bikini,2025 Bikini Ave,95122.0,Santa Clara,37.32278265,-121.8391912,
Bird,2025 Bird Ave,95125.0,Santa Clara,37.29735893,-121.8824827,
Bright Willow,2025 Bright Willow Cir,95131.0,Santa Clara,37.39277366,-121.9017379,
Castlebury,2025 Castlebury Dr,95116.0,Santa Clara,37.35625978,-121.8507102,
Clarice,2025 Clarice Dr,95122.0,Santa Clara,37.326572,-121.8221717,
Hamilton,2025 E Hamilton Ave,95125.0,Santa Clara,37.2951666,-121.9258184,
Ricardo,1075 Camino Ricardo,95125.0,Santa Clara,37.30696652,-121.906556,
San Antonio,2025 E San Antonio St,95116.0,Santa Clara,37.35423376,-121.8451746,
Ensign,2025 Ensign Way,95133.0,Santa Clara,37.37842202,-121.8669279,
Flickinger,2025 Flickinger Way,95131.0,Santa Clara,37.39865123,-121.8845006,
Flintcrest,2025 Flintcrest Ct,95148.0,Santa Clara,37.34276499,-121.8034,
Folle Blanche,2025 Folle Blanche Dr,95135.0,Santa Clara,37.28946362,-121.761231,
Forest,2025 Forest Ave,95128.0,Santa Clara,37.32784141,-121.9337456,
Forest,2025 Forest Ave Ste 1,95128.0,Santa Clara,37.32786845,-121.9337805,
Forest,2025 Forest Ave Ste 1A,95128.0,Santa Clara,37.32781437,-121.9337107,
Forest,2025 Forest Ave Ste 3,95128.0,Santa Clara,37.32781353,-121.9337795,
Forest,2025 Forest Ave Ste 4,95128.0,Santa Clara,37.32786803,-121.9338149,
Carolyn,1075 Carolyn Ave,95125.0,Santa Clara,37.30752452,-121.9058017,
Forest,2025 Forest Ave Ste 5,95128.0,Santa Clara,37.32784099,-121.93378,
Forest,2025 Forest Ave Ste 6,95128.0,Santa Clara,37.32781311,-121.9338139,
Forest,2025 Forest Ave Ste 7,95128.0,Santa Clara,37.32784183,-121.9337112,
Forest,2025 Forest Ave Ste 8,95128.0,Santa Clara,37.32784057,-121.9338144,
Forest,2025 Forest Ave Ste 9,95128.0,Santa Clara,37.32781395,-121.9337451,
Foxhall,2025 Foxhall Loop,95125.0,Santa Clara,37.29679453,-121.9256501,
Foxworthy,2025 Foxworthy Ave,95124.0,Santa Clara,37.26748564,-121.9327131,
Fruitdale,2025 Fruitdale Ave,95128.0,Santa Clara,37.31091527,-121.9285793,
Gana,2025 Gana Ct,95148.0,Santa Clara,37.34195761,-121.8079003,
Gateway,2025 Gateway Pl,95110.0,Santa Clara,37.37057472,-121.9241745,
O'Connor,100 O'Connor Dr Ste 20,95128.0,Santa Clara,37.32391943,-121.937925,
Chapman,1075 Chapman St,95126.0,Santa Clara,37.34054261,-121.9296204,
Gateway,2025 Gateway Pl Ste 100,95110.0,Santa Clara,37.37047428,-121.9246123,
Gateway,2025 Gateway Pl Ste 110,95110.0,Santa Clara,37.37054915,-121.9243476,
Gateway,2025 Gateway Pl Ste 120,95110.0,Santa Clara,37.37026964,-121.9243297,
Gateway,2025 Gateway Pl Ste 140,95110.0,Santa Clara,37.37065253,-121.9246131,
Gateway,2025 Gateway Pl Ste 128,95110.0,Santa Clara,37.37047508,-121.9242373,
Gateway,2025 Gateway Pl Ste 130,95110.0,Santa Clara,37.37025072,-121.9240323,
Gateway,2025 Gateway Pl Ste 156,95110.0,Santa Clara,37.37069863,-121.9237852,
Gateway,2025 Gateway Pl Ste 160,95110.0,Santa Clara,37.3708625,-121.9240133,
Gateway,2025 Gateway Pl Ste 180,95110.0,Santa Clara,37.37078176,-121.9244705,
Gateway,2025 Gateway Pl Ste 190,95110.0,Santa Clara,37.37064561,-121.9246201,
Cherry,1075 Cherry Ave,95125.0,Santa Clara,37.30663007,-121.9073543,
Gateway,2025 Gateway Pl Ste 202,95110.0,Santa Clara,37.37055338,-121.9246952,
Gateway,2025 Gateway Pl Ste 205,95110.0,Santa Clara,37.37049959,-121.924272,
Gateway,2025 Gateway Pl Ste 210,95110.0,Santa Clara,37.37047303,-121.9245821,
Gateway,2025 Gateway Pl Ste 220,95110.0,Santa Clara,37.3703478,-121.9244252,
Gateway,2025 Gateway Pl Ste 228,95110.0,Santa Clara,37.37017877,-121.9241873,
Gateway,2025 Gateway Pl Ste 233,95110.0,Santa Clara,37.37045776,-121.9242241,
Gateway,2025 Gateway Pl Ste 235,95110.0,Santa Clara,37.37056727,-121.9240253,
Gateway,2025 Gateway Pl Ste 238,95110.0,Santa Clara,37.37049213,-121.9237799,
Gateway,2025 Gateway Pl Ste 252,95110.0,Santa Clara,37.37060241,-121.9236729,
Gateway,2025 Gateway Pl Ste 255,95110.0,Santa Clara,37.37061043,-121.9240417,
Cloverbrook,1075 Cloverbrook Dr,95120.0,Santa Clara,37.22634922,-121.8646696,
Gateway,2025 Gateway Pl Ste 262,95110.0,Santa Clara,37.37075215,-121.9238804,
Gateway,2025 Gateway Pl Ste 265,95110.0,Santa Clara,37.37070796,-121.9241577,
Gateway,2025 Gateway Pl Ste 270,95110.0,Santa Clara,37.37093734,-121.9241322,
Gateway,2025 Gateway Pl Ste 285,95110.0,Santa Clara,37.37066342,-121.9242818,
Gateway,2025 Gateway Pl Ste 290,95110.0,Santa Clara,37.3707756,-121.9244608,
Gateway,2025 Gateway Pl Ste 300,95110.0,Santa Clara,37.3705089,-121.9246231,
Gateway,2025 Gateway Pl Ste 310,95110.0,Santa Clara,37.37091737,-121.9238949,
Gateway,2025 Gateway Pl Ste 315,95110.0,Santa Clara,37.37049158,-121.9242795,
Gateway,2025 Gateway Pl Ste 320,95110.0,Santa Clara,37.37028082,-121.9243137,
Gateway,2025 Gateway Pl Ste 328,95110.0,Santa Clara,37.37018783,-121.9241705,
Corvette,1075 Corvette Dr,95129.0,Santa Clara,37.30669228,-122.017979,
Gateway,2025 Gateway Pl Ste 330,95110.0,Santa Clara,37.37026616,-121.9240528,
Gateway,2025 Gateway Pl Ste 335,95110.0,Santa Clara,37.37046307,-121.9241236,
Gateway,2025 Gateway Pl Ste 345,95110.0,Santa Clara,37.37056006,-121.9240143,
Gateway,2025 Gateway Pl Ste 348,95110.0,Santa Clara,37.37049851,-121.9237913,
Gateway,2025 Gateway Pl Ste 350,95110.0,Santa Clara,37.37069142,-121.9237943,
Gateway,2025 Gateway Pl Ste 360,95110.0,Santa Clara,37.37085422,-121.9240183,
Gateway,2025 Gateway Pl Ste 365,95110.0,Santa Clara,37.37061735,-121.9240341,
Gateway,2025 Gateway Pl Ste 370,95110.0,Santa Clara,37.37098718,-121.9242134,
Gateway,2025 Gateway Pl Ste 385,95110.0,Santa Clara,37.37060269,-121.9243556,
Gateway,2025 Gateway Pl Ste 390,95110.0,Santa Clara,37.37063946,-121.9246094,
Crosspoint,1075 Crosspoint Ct,95120.0,Santa Clara,37.23631732,-121.8724115,
Gateway,2025 Gateway Pl Ste 400,95110.0,Santa Clara,37.37044204,-121.9245621,
Gateway,2025 Gateway Pl Ste 405,95110.0,Santa Clara,37.37086195,-121.9239285,
Gateway,2025 Gateway Pl Ste 410,95110.0,Santa Clara,37.37091897,-121.9237575,
Gateway,2025 Gateway Pl Ste 420,95110.0,Santa Clara,37.37018304,-121.9241172,
Gateway,2025 Gateway Pl Ste 430,95110.0,Santa Clara,37.37083584,-121.9238245,
Gateway,2025 Gateway Pl Ste 435,95110.0,Santa Clara,37.37094668,-121.9237233,
Gateway,2025 Gateway Pl Ste 450,95110.0,Santa Clara,37.37089179,-121.9237226,
Gateway,2025 Gateway Pl Ste 460,95110.0,Santa Clara,37.37097386,-121.9237581,
Gateway,2025 Gateway Pl Ste 465,95110.0,Santa Clara,37.37094615,-121.9237581,
Gateway,2025 Gateway Pl Ste 467,95110.0,Santa Clara,37.37086462,-121.9236877,
Culloden,1075 Culloden Ct,95121.0,Santa Clara,37.29398837,-121.8184455,
Gateway,2025 Gateway Pl Ste 480,95110.0,Santa Clara,37.37100051,-121.9238279,
Gateway,2025 Gateway Pl Ste 482,95110.0,Santa Clara,37.37091844,-121.9237917,
Gateway,2025 Gateway Pl Ste 485,95110.0,Santa Clara,37.37083744,-121.9236871,
Harmil,2025 Harmil Way,95125.0,Santa Clara,37.29533026,-121.8870032,
Hikido,2025 Hikido Dr,95131.0,Santa Clara,37.38250764,-121.8710492,
Inman,2025 Inman Way,95122.0,Santa Clara,37.32993717,-121.8283195,
Kilchoan,2025 Kilchoan Way,95122.0,Santa Clara,37.3232149,-121.838651,
Lake Vista,2025 Lake Vista Ct,95148.0,Santa Clara,37.34178549,-121.8044122,
Laurelei,2025 Laurelei Ave,95128.0,Santa Clara,37.33316925,-121.9358134,
Leon,2025 Leon Dr,95128.0,Santa Clara,37.30647239,-121.928358,
Curtner,1075 Curtner Ave,95125.0,Santa Clara,37.29040135,-121.8869676,
Los Gatos-Almaden,2025 Los Gatos-Almaden Rd,95124.0,Santa Clara,37.24378984,-121.9323649,
Lyons,2025 Lyons Dr,95116.0,Santa Clara,37.34714704,-121.8404667,
Majestic,2025 Majestic Way,95132.0,Santa Clara,37.41424891,-121.8562175,
McDaniel,2025 McDaniel Ave,95128.0,Santa Clara,37.3285891,-121.9337229,
McKenzie,2025 McKenzie Pl,95131.0,Santa Clara,37.38983817,-121.876967,
Mondigo,2025 Mondigo Ave,95122.0,Santa Clara,37.33151277,-121.8260387,
Nottoway,2025 Nottoway Ave,95116.0,Santa Clara,37.3459059,-121.8382274,
Cynthia,1075 Cynthia Ln,95129.0,Santa Clara,37.30699287,-122.0251986,
Old Piedmont,2025 Old Piedmont Rd,95132.0,Santa Clara,37.41662326,-121.853967,
Olive,2025 Olive Ave,95128.0,Santa Clara,37.32542786,-121.9273918,
Orestes,2025 Orestes Way,95008.0,Santa Clara,37.28520761,-121.9738658,
O'Toole,2025 O'Toole Ave,95131.0,Santa Clara,37.38756488,-121.9072714,
Park Royal,2025 Park Royal Dr,95125.0,Santa Clara,37.28567199,-121.9131261,
Del Sol,2025 Paseo Del Sol,95124.0,Santa Clara,37.26392489,-121.9355102,
Pepper,2025 Pepper Way,95133.0,Santa Clara,37.37995345,-121.8653257,
Pollen,2025 Pollen Ct,95131.0,Santa Clara,37.38175474,-121.8705622,
Puerto Limon,2025 Puerto Limon Ct,95116.0,Santa Clara,37.35855438,-121.8521144,
Randolph,2025 Randolph Dr,95128.0,Santa Clara,37.31161334,-121.9285684,
Danbury,1075 Danbury Dr,95129.0,Santa Clara,37.3067917,-122.0198871,
Rexford,2025 Rexford Way,95128.0,Santa Clara,37.31246738,-121.9285628,
Scott,2025 Scott St,95128.0,Santa Clara,37.32001682,-121.9274575,
Sheffield,2056 Sheffield Dr,95131.0,Santa Clara,37.39352005,-121.9030336,
Sierra,2025 Sierra Rd,95131.0,Santa Clara,37.3860983,-121.8730439,
Sonador,2025 Sonador Cmns,95128.0,Santa Clara,37.30129938,-121.9287633,
Stone,2025 Stone Ave,95125.0,Santa Clara,37.30000631,-121.8724106,
Tobago,2025 Tobago Ave,95122.0,Santa Clara,37.32193466,-121.8402611,
Willester,2025 Willester Ave,95124.0,Santa Clara,37.2666229,-121.9324049,
Wizard,2025 Wizard Ct,95131.0,Santa Clara,37.38665224,-121.8736283,
Drexel,1075 Drexel Way,95121.0,Santa Clara,37.30730681,-121.8312133,
Woodglen,2025 Woodglen Dr,95130.0,Santa Clara,37.28565444,-121.9847092,
Almaden,20250 Almaden Rd,95120.0,Santa Clara,37.19176947,-121.8215541,
McKean,20250 McKean Rd,95120.0,Santa Clara,37.20185863,-121.8197751,
Viewcrest,20250 Viewcrest Dr,95120.0,Santa Clara,37.2144061,-121.82839,
Almaden,20251 Almaden Rd,95120.0,Santa Clara,37.19085123,-121.8227111,
Viewcrest,20252 Viewcrest Dr,95120.0,Santa Clara,37.21350714,-121.826567,
McKean,20255 McKean Rd,95120.0,Santa Clara,37.19823661,-121.8222821,
Viewcrest,20259 Viewcrest Dr,95120.0,Santa Clara,37.21480251,-121.8300221,
O'Connor,100 O'Connor Dr Ste 21,95128.0,Santa Clara,37.32386366,-121.9379927,
Eagle,1075 Eagle Way,95131.0,Santa Clara,37.37214291,-121.8811652,
Abbey,2026 Abbey Ln,95008.0,Santa Clara,37.28605038,-121.9659965,
Alum Rock,2026 Alum Rock Ave,95116.0,Santa Clara,37.35576706,-121.8484514,
Barrett,2026 Barrett Ave,95124.0,Santa Clara,37.25562503,-121.9324731,
Bel Air,2026 Bel Air Ave,95128.0,Santa Clara,37.33196135,-121.9355417,
Biarritz,2026 Biarritz Pl,95138.0,Santa Clara,37.2742217,-121.7663084,
Camperdown,2026 Camperdown Way,95121.0,Santa Clara,37.30547512,-121.7997342,
Casa Mia,2026 Casa Mia Dr,95124.0,Santa Clara,37.2662531,-121.9340575,
Castlebury,2026 Castlebury Dr,95116.0,Santa Clara,37.35615358,-121.8505109,
Colusa,2026 Colusa Way,95130.0,Santa Clara,37.28468497,-121.990933,
Cranworth,2026 Cranworth Cir,95121.0,Santa Clara,37.30407612,-121.7993723,
Santa Clara,1075 E Santa Clara St,95116.0,Santa Clara,37.34683523,-121.8694829,
Danderhall,2026 Danderhall Way,95121.0,Santa Clara,37.31043664,-121.8013595,
Elmgrove,2026 Elmgrove Ln,95130.0,Santa Clara,37.28486694,-121.9899263,
Emory,2026 Emory St,95128.0,Santa Clara,37.32891666,-121.9340951,
Flintcrest,2026 Flintcrest Ct,95148.0,Santa Clara,37.34300405,-121.8029115,
Folle Blanche,2026 Folle Blanche Dr,95135.0,Santa Clara,37.28942689,-121.7613437,
Foxhall,2026 Foxhall Loop,95125.0,Santa Clara,37.29687454,-121.9256554,
Foxworthy,2026 Foxworthy Ave,95124.0,Santa Clara,37.26693722,-121.9325932,
Gana,2026 Gana Ct,95148.0,Santa Clara,37.34210048,-121.807333,
Harmil,2026 Harmil Way,95125.0,Santa Clara,37.29562439,-121.8864975,
Heather Glen,2026 Heather Glen Dr,95130.0,Santa Clara,37.28604903,-121.9855352,
William,1075 E William St,95116.0,Santa Clara,37.34073961,-121.863714,
Lake Vista,2026 Lake Vista Ct,95148.0,Santa Clara,37.34192818,-121.8041426,
Liberia,2026 Liberia Cir,95116.0,Santa Clara,37.35781266,-121.8514014,
Lincoln,2026 Lincoln Ave,95125.0,Santa Clara,37.29417527,-121.8901536,
Lockwood,2026 Lockwood Dr,95132.0,Santa Clara,37.41545419,-121.8601011,
Lucretia,2026 Lucretia Ave,95122.0,Santa Clara,37.31851311,-121.8438292,
Lynn,2026 Lynn Ave,95032.0,Santa Clara,37.23994883,-121.9352276,
Lyons,2026 Lyons Dr,95116.0,Santa Clara,37.3467389,-121.8399694,
Mardel,2026 Mardel Ln,95128.0,Santa Clara,37.30677985,-121.9283662,
Mary Helen,2026 Mary Helen Ln,95136.0,Santa Clara,37.28773962,-121.8620046,
Esparanza,1075 Esparanza Way,95138.0,Santa Clara,37.24247387,-121.7630119,
McKenzie,2026 McKenzie Pl,95131.0,Santa Clara,37.38956979,-121.8767154,
Nero,2026 Nero Ct,95008.0,Santa Clara,37.28531951,-121.971459,
Nunes,2026 Nunes Dr,95131.0,Santa Clara,37.39008456,-121.8770457,
Pollen,2026 Pollen Ct,95131.0,Santa Clara,37.38172279,-121.8702098,
Rosswood,2026 Rosswood Dr,95124.0,Santa Clara,37.24578807,-121.9321977,
Sarasota,2026 Sarasota Way,95122.0,Santa Clara,37.32580705,-121.8346839,
